# Font - Y
55047	176	50	186	60	60
# Font - Z
55048	186	50	196	60	60

# === EFFECT POINT
# 100
55049	61	89	72	97	60
# 200
55050	75	89	87	97	60
# 400
55051	90	89	102	97	60
# 800
55052	105	89	117	97	60
# 1000
55053	120	89	135	97	60
# 2000
55054	138	89	154	97	60
# 4000
55055	157	89	173	97	60
# 8000
55056	176	89	192	97	60
# 1-UP
55057	195	89	211	97	60

# === PORTAL
# == CARD
# Mushroom
56001	435	347	461	373	70
# Star
56002	379	347	405	373	70
# Flower
56003	407	347	433	373	70
# == PICKED 
# Mushroom
56004	257	373	273	389	70
56005	316	375	329	390	70
# Star
56006	297	373	313	390	70
56007	344	373	357	391	70
# Flower
56008	277	374	293	390	70
56009	329	375	342	391	70
# == CONGRAT
56010	4	348	252	421	70
#56010	435	347	461	373	70
						
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#---------------------------------------------------------------------

# === YUMETARO
#idle
5001	5001	100	5002	100
#walk
5002	5003	100	5004	100	5005	100	5006	100	5007	100	5008	100
#jump
5003	5009	100

#=== Enemies Black
#walk 
6001	6001	100	6002	100	6003	100
#jump
6002	6003	100
# ==== CAROUSEL SPEED UP ===
30501	30501	50	30502	50	30503	50	30504	50

# ==== CAROUSEL SPEED BACK ===
30511	30511	50	30512	50	30513	50	30514	50
# ===SLOPE=====
#BACK
30701	30701	100
30702	30702	100
#UP
30751	30751	100

# === RACOON MARIO																
# IDLE LEFT																
10099	20166	100
# WALK LEFT
10100	20166	100	20167	100	20168	100
# PREPARE RUN LEFT
13000	20166	10	20167	10	20168	10
# WAG LEFT																
10101	20171	50	20168	50	20172	50
# DUCK LEFT																
10102	20169	100
# SLIDE LEFT																
10103	20187	100
# JUMP LEFT																
10104	20170	100
# SKID LEFT																
10105	20179	100
# THROW LEFT	CHUA CO SPRITE															
10106	20179	100
# RUN LEFT																
10107	20173	5	20174	5	20175	5
# RUN JUM																
10108	20176	100
# FLY LEFT																
10109	20178	100	20177	100	20176	100
# IDLE HOLD LEFT																
13050	20183	100
# HOLD LEFT																
10110	20183	100	20184	100	20185	100
# JUMP HOLD LEFT
13100	20185	100
# RUN HOLD LEFT																
13101	20183	5	20184	5	20185	5
# KICK LEFT																
10111	20186	100
# SWIM IDLE LEFT																
10112	20188	100	20189	100	20190	100
# SWIM INPUT LEFT																
10113	20191	100	20176	100
# CLIMB LEFT																
10114	20192	100
# PIPE																
10115	20180	100
# DOOR																
10116	20182	100
# SPIN LEFT																
10117	20193	100	20194	100	20195	100	20196	100	20197	100	20198	100	20199	100	20200	100
# TAIL LEFT
10135	20216	70	20217	100	20215	70
# RIGHT																
# IDLE RIGHT																
10118	20201	100
# WALK RIGHT																
10119	20201	100	20202	100	20203	100
# PREPARE RUN RIGHT															
13001	20201	10	20202	10	20203	10
# WAG RIGHT																
10120	20206	50	20203	50	20207	50
# DUCK RIGHT																
10121	20204	100
# SLIDE RIGHT																
10122	20222	100
# JUMP RIGHT																
10123	20205	100
# SKID RIGHT																
10124	20214	100
# THROW RIGHT CHUA CO SPRITE																
10125	20214	100
# RUN RIGHT																
10126	20208	5	20209	5	20210	5
# RUN JUMP																
10127	20211	100
# FLY RIGHT																
10128	20213	100	20212	100	20211	100
# IDLE HOLD RIGHT																
13051	20218	100
# HOLD RIGHT																
10129	20218	100	20219	100	20220	100
# JUMP HOLD RIGHT
13200	20220	100
# RUN HOLD RIGHT																
13201	20218	5	20219	5	20220	5
# KICK RIGHT																
10130	20221	100
# SWIM IDLE RIGHT																
10131	20223	100	20224	100	20225	100
# SWIM INPUT RIGHT																
10132	20226	100	20211	100
# CLIMB RIGHT																
10133	20227	100
# SPIN RIGHT																
10134	20228	100	20229	100	20230	100	20231	100	20232	100	20233	100	20234	100	20235	100
# TAIL RIGHT
10136	20181	70	20182	100	20180	70


# === CLOUD
30003	30006	100

# === COIN									
30004	30007	50	30008	50	30009	50	30010	50	30011	50
# === BRICK TO COIN
30101	30007	500

# === MUSHROOM RED
30005	30012	100

# === MUSHROOM 1-UP
30007	30019	100

# === LEAF
30006	30018	100

# === GOOMBA
# walk
701	30001	100	30002	100
# die
702	30003	100
# Walk
20001	40001	100	40002	100
# Die
20002	40003	100

# === KOOPAS
# == RED
# Walk Left
40001	50001	100	50002	100
# Spin Left
40002	50004	40	50005	40	50006	40
# Walk Right
40003	50007	100	50008	100
# Spin Right
40004	50009	40	50010	40	50011	40
# Hide
40005	50003	100
# Shake
40006	50012	10	50003	10

# == GREEN
# Walk Left
40051	50051	100	50052	100
# Spin Left
40052	50054	40	50055	40	50056	40
# Walk Right
40053	50057	100	50058	100
# Spin Right
40054	50059	40	50060	40	50061	40
# Hide
40055	50053	100
# Shake
40056	50062	10	50053	10
# Para-wing
40101	50101	100	50102	100	50103	100

# === PIRANHA
# Fire red
# down
41001	51001	100
# up
41002	51002	100
# Normal
41003	51003	100	51004	100
# Fire
# down
41004	51005	100
# up
41005	51006	100

# === WARPPIPE
# green
42001	52001	100
42002	52002	100
42003	52003	100
42004	52004	100
42005	52005	100
42006	52006	100
# dark
42101	52101	100
42102	52102	100


# === P SWITCH
# nor
44001	54001	100	54002	100	54003	100
# hit
44002	54004	100

# === HUD
# Power
55001	55006	100	55008	100
# Mushroom card
55002	55009	100	55010	100
# Star card
55003	55009	100	55012	100
# Flower card
55004	55009	100	55011	100

# === EFFECT POINT
# 100
55101	55049	100
# 200
55102	55050	100
# 400
55103	55051	100
# 800
55104	55052	100
# 1000
55105	55053	100
# 2000
55106	55054	100
# 4000
55107	55055	100
# 8000
55108	55056	100
# 1-Up
55109	55057	100

# === PORTAL
# Cards
56001	56001	100	56002	100	56003	100
# Pick Mushroom
56002	56004	100	56005	100
# Pick Star
56003	56006	100	56007	100
# Pick Flower
56004	56008	100	56009	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
#--------------------------------------------------------------------

# === YUMETARO
#	idle	walk	jump
50	5001	5002	5003

# === Enemies Black
#	walk 	jump
60	6001	6002
# BRICK SPEED UP
30501	30501

# BRICK SPEED BACK
30511	30511

# SLOPE
30701	30701
30751	30751
30702	30702


# === MARIO
1	400	401	402	403	500	501	502	503	599

#mario	idle S		walk S		slide S		jump S		skid S		run S		run jump S	hold S		kick S		swim S		swim input S	climb S		pipe S	die S	idle B		walk B		duck B		slide B		jump B		skid B		throw B		run B		run jump B	hold B		kick B		swim idle B	swim input B	climb B		pipe B	door B	spin B		bonk B		look up	B	GROW B		SHRINK B	idle F		walk F		duck F		slide F		jump F		skid F		throw F		run F		run jump F	hold F		kick F		swim idle F	swim input F	climb F		pipe F	door F	spin F		idle R 		walk R		wag R		duck R		slide R 	jump R		skid R		throw R		run R		run jump R	fly R		hold R		kick R		swim idle R	swim input R	climb R		pipe R	door R	spin R		pre run B	tail R		pre run S	pre run R	pre run F	idle hold S	idle hold B	idle hold R	idle hold F	bull F		bull ex	jump hold S	run hold S	jump hold B	run hold B	jump hold R	run hold R	jump hold F	run hold F
2	10001	10015	10002	10016	10003	10017	10004	10018	10005	10019	10006	10020	10007	10021	10008	10022	10009	10023	10010	10024	10011	10025	10012	10026	10013	10014	10027	10045	10028	10046	10029	10047	10030	10048	10031	10049	10032	10050	10033	10051	10034	10052	10035	10053	10036	10054	10037	10055	10038	10056	10039	10057	10040	10058	10062	10041	10042	10059	10043	10060	10044	10061	10063	10064	10065	10066	10067	10084	10068	10085	10069	10086	10070	10087	10071	10088	10072	10089	10073	10090	10074	10091	10075	10092	10076	10093	10077	10094	10078	10095	10079	10096	10080	10097	10081	10082	10083	10098	10099	10118	10100	10119	10101	10120	10102	10121	10103	10122	10104	10123	10105	10124	10106	10125	10107	10126	10108	10127	10109	10128	10110	10129	10111	10130	10112	10131	10113	10132	10114	10133	10115	10116	10117	10134	10200	10201	10135	10136	11000	11001	13000	13001	14000	14001	11050	11051	12050	12051	13050	13051	14050	14051	14100	14200	14201	11100	11200	11101	11201	12100	12200	12101	12201	13100	13200	13101	13201 	14100 	14200

# === BRICK
#normal brick
22	603
#breakable brick
#	nor	hit	coin
26	604	30001	30101

# === QUESTION BRICK
23	30002	30001

# === GOOMBA
3	701	702
4	20001	20002

# === KOOPAS	
#	walk 		spin 		hide 	shake	para-wing
# Red
5	40001	40003	40002	40004	40005	40006
# Green						
6	40051	40053	40052	40054	40055	40056	40101

# === CLOUD AND BRICK
24	30003

# === ITEMS		
#				1-up
25	30004	30005	30006	30007

# === PIRANHA 
#	fRed d	fRed u	nor	f d	f u	explode/die
27	41001	41002	41003	41004	41005	14201

# === WARPPIPE
# green
28	42001
29	42002
30	42003
31	42004
32	42005
33	42006
# dark
37	42101
38	42102

# === PARA GOOMBA
#	wing-wk	pre j	j	nor	die
34	43001	43002	43003	43004	43005

# === BRICK PIECE
35	611

# === P SWITCH
#	nor	hit
36	44001	44002

# === HUD
# power
# 39	55001
# point effect
#	100	200	400	800	1000	2000	4000	8000	1-Up
40	55101	55102	55103	55104	55105	55106	55107	55108	55109
# === PORTAL
#	cards	pMRoom	pStar	pFlower
41	56001	56002	56003	56004

[OBJECTS]
#	-----------------------------------------------------------------------
# type	id	x	y	ani_set_id	extra_settings per object type
# type: 0 = Yumetaro , 1 = Enimes Black ,5= Ground,6 =Carousel

# === YUMETARO
#0	-1	10	0	2
0	-1	50	200	50		
# === Enimes Black
#60	109	507	321	60
#60	110	532	320	60
#60	111	591	336	60
#60	112	639	320	60
#60	113	660	320	60
#60	114	704	336 	60
#60	115	861	305	60
#60	2000	115	326	60
# === GROUND
#type	id	left	top	ani	right	bottom	?
#5	999	0	350	-1	2800	370	0

#5	41	0	416	-1	622	434	0
5	1	0	0	-1	16	384	0
5	2	15	0	-1	176	16	0
5	3	15	144	-1	49	176	0
5	4	15	353	-1	208	384	0
5	5	49	112	-1	112	176	0
5	6	111	145	-1	176	176	0
5	7	208	336	-1	240	353	0
5	8	256	272	-1	272	288	0
5	9	239	352	-1	288	384	0
5	10	305	272	-1	320	288	0
5	11	288	321	-1	384	384	0
5	12	352	272	-1	368	288	0
5	13	400	272	-1	416	288	0
5	14	383	352	-1	400	384	0
5	15	464	352	-1	479	384	0
5	16	510	337	-1	546	384	0
5	17	416	304	-1	432	320	0
5	18	560	96	-1	576	112	0
5	19	608	144	-1	624	160	0
5	20	576	352	-1	608	384	0
5	21	688	144	-1	720	160	0
5	152	637	336	-1	674	384	0
5	22	703	352	-1	720	384	0
5	23	768	144	-1	784	160	0
5	24	784	352	-1	800	384	0
5	25	832	144	-1	848	160	0	
5	26	862	320	-1	881	384	0
5	27	881	288	-1	911	384	0
5	28	896	144	-1	912	160	0	
5	30	911	352	-1	976	384	0
5	31	944	176	-1	976	192	0
5	32	944	304	-1	1009	335	0
5	33	992	240	-1	1009	256	0
5	34	1008	0	-1	1024	384	0

5	35	512	384	-1	526	768	0
5	36	526	688	-1	544	768	0
5	37	560	497	-1	594	652	0
5	38	591	736	-1	608	768	0
5	39	625	408	-1	672	447	0
5	40	641	602	-1	672	655	0
5	41	640	705	-1	656	768	0
5	42	690	545	-1	720	704	0
5	43	689	737	-1	704	768	0
5	44	737	545	-1	768	704	0
5	45	737	640	-1	782	655	0
5	46	735	705	-1	769	768	0
5	47	769	408	-1	800	464	0
5	48	799	513	-1	831	608	0
5	49	799	673	-1	834	768	0
5	50	865	512	-1	912	608	0
5	51	961	408	-1	992	432	0
5	52	958	464	-1	1009	608	0
5	53	961	671	-1	1008	688	0
5	54	960	737	-1	1024	768	0
5	55	1008	384	-1	1024	608	0
5	56	1056	600	-1	1104	640	0
5	57	1071	705	-1	1089	752	0
5	58	1153	672	-1	1200	688	0
5	59	1137	736	-1	1185	768	0
5	60	1216	600	-1	1262	672	0
5	61 	1246	705	-1	1262	768	0
5	62	1791	192	-1	1808	576	0
5	63	1807	289	-1	1856	335	0
5	64	1807	449	-1	1840	480	0
5	65	1825	352	-1	1872	416	0
5	66	1839	737	-1	1856	768	0
5	67	1856	496	-1	1888	511	0
5	68	1856	544	-1	1920	560	0
5	69	1872	304	-1	1888	320	0
5	70	1902	225	-1	1937	272	0
5	71	1905	337	-1	1921	352	0
5	72	1952	337	-1	1968	352	0
5	73	1936	545	-1	1998	590	0
5	74	1968	257	-1	2033	288	0
5	75	1969	736	-1	1998	768	0
5	76	1985	192	-1	2016	239	0
5	77	1999	464	-1	2017	527	0
5	78	2000	337	-1	2016	415	0

5	80	1038	0	-1	1296	16	0
5	81	1072	128	-1	1136	192	0
5	82	1168	160	-1	1312	192	0
5	83	1264	16	-1	1296	128	0
5	84	1344	160	-1	1376	192	0
5	85	1408	160	-1	1440	192	0
5	86	1472	144	-1	1488	160	0
5	87	1520	144	-1	1536	160	0
5	88	1568	144	-1	1584	160	0
5	89	1616	144	-1	1632	160	0
5	90	1664	160	-1	1998	192	0
5	91	1968	128	-1	2000	14	0
5	92	2000	64	-1	2033	129	0
5	93	2032	0	-1	2048	68	0	
#Carousel
6	96	272 	272	30501	288	288	1
6	196	288 	272	30501	304	288	1
6	97	368	272	30511	384	288	2
6	197	384	272	30511	400	288	2
6	98	400	352	30511	416	369	2
6	198	416	352	30511	432	369	2
6	199	432	352	30511	448	369	2
6	200	448	352	30511	464	369	2
6	99	720	352	30511	736	369	2
6	201	736	352	30511	752	369	2
6	202	752	352	30511	768	369	2
6	203	768	352	30511	784	369	2
#SLOPE BRICK
#---Down
7 	204	544	336	30751	576	352	1
7	205	672	336	30751	704	352	1
#up
7	206	480	336	30701	512	352	2
	
# === HUD
51	-1	0	0	-1

# === SCENE PORTAL
# type	id	l	t	ani_set_id	scene_id
50	146	2683	331	41	100

# === MARIO
#0	10	350	2	

# name_file
[GRID]
#---------------------------------------------------------------------
maps\map1-1_obj_grid.txt
